StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
4579,9.230769230769232,0,1,3,83,4.3,Yes,Yes,71,74,Placed
4580,8.901098901098901,2,3,2,90,4.8,Yes,Yes,79,87,Placed
4581,8.571428571428571,1,2,0,72,3.6,Yes,Yes,60,64,Placed
4582,9.120879120879122,1,3,0,84,4.4,Yes,Yes,82,80,Placed
4583,7.362637362637363,1,1,1,67,4.0,No,Yes,55,69,NotPlaced
4584,8.791208791208792,0,1,0,81,4.5,No,No,75,82,Placed
4585,7.802197802197803,1,2,0,87,4.2,Yes,Yes,69,72,Placed
4586,9.340659340659341,1,2,1,75,4.7,Yes,No,72,65,Placed
4587,7.252747252747253,1,1,0,90,3.9,No,Yes,55,66,NotPlaced
4588,8.131868131868133,0,1,0,76,3.7,No,Yes,62,68,NotPlaced
4589,8.131868131868133,1,2,0,85,4.6,No,Yes,60,68,Placed
4590,8.571428571428571,1,1,0,66,4.1,No,Yes,61,82,NotPlaced
4591,9.340659340659341,2,3,2,90,4.8,Yes,Yes,80,82,Placed
4592,7.142857142857143,1,2,0,71,4.3,No,No,59,72,NotPlaced
4593,8.901098901098901,0,3,1,90,4.7,Yes,Yes,81,86,Placed
4594,9.45054945054945,0,3,0,90,4.0,Yes,No,75,85,Placed
4595,9.230769230769232,2,1,0,86,4.6,Yes,Yes,57,82,Placed
4596,8.241758241758243,1,1,0,72,4.3,No,Yes,71,69,NotPlaced
4597,8.901098901098901,0,3,0,90,4.5,Yes,No,78,85,Placed
4598,8.351648351648352,0,1,0,86,4.2,No,Yes,55,70,NotPlaced
4599,8.571428571428571,0,1,1,71,3.9,No,No,55,74,Placed
4600,8.131868131868133,0,1,0,62,3.9,No,No,55,61,NotPlaced
4601,9.120879120879122,0,1,1,77,4.7,Yes,Yes,79,82,Placed
4602,7.142857142857143,0,1,0,68,4.5,No,No,66,74,NotPlaced
4603,8.681318681318682,1,1,1,73,4.3,No,No,55,82,Placed
4604,8.901098901098901,1,2,0,68,4.7,No,Yes,67,87,Placed
4605,7.802197802197803,1,1,1,66,4.2,No,No,55,65,NotPlaced
4606,8.351648351648352,1,2,0,73,4.2,Yes,Yes,58,72,NotPlaced
4607,7.142857142857143,1,2,0,71,4.4,No,No,55,61,NotPlaced
4608,7.912087912087913,1,1,1,69,3.7,No,No,65,70,NotPlaced
4609,7.362637362637363,0,1,0,78,3.8,No,Yes,61,62,NotPlaced
4610,7.692307692307693,0,1,1,66,3.8,No,No,55,65,NotPlaced
4611,7.142857142857143,2,1,2,80,4.6,Yes,No,57,66,Placed
4612,8.241758241758243,0,1,0,60,3.5,No,No,55,63,NotPlaced
4613,8.351648351648352,1,1,0,65,4.1,Yes,No,55,65,NotPlaced
4614,7.362637362637363,1,1,2,69,3.5,No,No,77,58,NotPlaced
4615,7.362637362637363,0,1,0,82,3.8,No,No,67,63,NotPlaced
4616,9.230769230769232,2,2,2,71,3.4,No,Yes,59,81,Placed
4617,9.340659340659341,1,3,2,89,4.8,Yes,Yes,81,86,Placed
4618,9.670329670329672,2,2,2,77,3.9,Yes,No,87,81,Placed
4619,9.010989010989011,1,2,0,69,3.9,Yes,Yes,68,63,Placed
4620,7.362637362637363,0,3,1,67,4.2,Yes,No,63,63,NotPlaced
4621,8.791208791208792,1,1,0,81,4.4,Yes,Yes,70,71,Placed
4622,8.021978021978022,1,2,1,86,3.4,No,Yes,63,74,NotPlaced
4623,9.010989010989011,2,3,3,90,4.2,Yes,Yes,78,77,Placed
4624,8.901098901098901,2,3,0,74,4.3,Yes,Yes,82,84,Placed
4625,8.351648351648352,1,2,0,78,3.8,No,No,71,64,NotPlaced
4626,7.472527472527473,1,1,1,67,4.1,No,No,59,66,NotPlaced
4627,9.010989010989011,0,1,2,77,4.3,No,No,68,68,Placed
4628,8.241758241758243,1,1,1,68,4.3,No,No,61,67,NotPlaced
4629,9.340659340659341,1,3,2,89,4.8,Yes,Yes,82,83,Placed
4630,8.901098901098901,2,3,0,88,4.6,Yes,Yes,78,67,Placed
4631,7.362637362637363,1,2,0,71,4.3,No,No,57,80,NotPlaced
4632,9.670329670329672,0,1,0,84,4.5,No,Yes,58,69,Placed
4633,9.120879120879122,2,3,2,90,4.5,Yes,Yes,82,85,Placed
4634,8.681318681318682,1,3,1,77,4.3,Yes,Yes,84,85,Placed
4635,8.791208791208792,0,1,0,75,3.6,No,Yes,67,84,Placed
4636,8.571428571428571,2,2,2,89,4.7,Yes,Yes,82,80,Placed
4637,8.571428571428571,2,3,2,90,4.8,Yes,Yes,77,86,Placed
4638,8.131868131868133,1,1,0,63,3.8,No,Yes,62,70,NotPlaced
4639,9.010989010989011,1,1,2,86,3.4,No,Yes,80,71,Placed
4640,7.142857142857143,2,2,1,76,3.9,Yes,Yes,60,68,NotPlaced
4641,8.461538461538462,1,3,2,83,4.7,Yes,Yes,83,86,Placed
4642,9.120879120879122,2,3,2,90,4.8,Yes,Yes,73,87,Placed
4643,8.241758241758243,1,2,1,64,4.2,No,Yes,70,64,NotPlaced
4644,8.571428571428571,2,3,1,85,4.8,Yes,Yes,79,83,Placed
4645,8.461538461538462,0,1,1,74,4.0,No,Yes,62,65,NotPlaced
4646,9.010989010989011,2,3,2,85,4.8,Yes,Yes,85,81,Placed
4647,8.131868131868133,1,1,2,81,4.6,Yes,Yes,68,85,Placed
4648,9.230769230769232,1,3,0,81,4.7,No,Yes,55,87,Placed
4649,9.010989010989011,2,3,2,90,4.8,Yes,Yes,73,78,Placed
4650,8.571428571428571,1,2,1,70,4.3,Yes,Yes,59,71,Placed
4651,8.351648351648352,1,1,0,78,4.2,No,No,55,62,NotPlaced
4652,8.241758241758243,1,2,0,76,4.7,No,Yes,59,73,NotPlaced
4653,8.241758241758243,1,2,1,79,4.5,No,Yes,61,70,NotPlaced
4654,8.351648351648352,1,3,1,90,4.5,Yes,Yes,70,80,Placed
4655,8.131868131868133,1,2,0,74,4.1,Yes,Yes,66,68,NotPlaced
4656,9.120879120879122,1,1,2,79,3.7,Yes,Yes,82,76,Placed
4657,8.351648351648352,1,1,0,81,4.0,No,No,55,70,NotPlaced
4658,8.791208791208792,0,3,2,82,4.8,Yes,No,73,82,Placed
4659,9.120879120879122,1,3,2,90,4.8,Yes,Yes,83,88,Placed
4660,8.461538461538462,1,1,0,63,3.9,No,No,65,68,Placed
4661,8.241758241758243,1,1,1,69,3.4,No,Yes,59,71,NotPlaced
4662,8.131868131868133,0,1,0,72,4.5,No,Yes,55,75,NotPlaced
4663,9.230769230769232,0,1,0,76,4.2,Yes,Yes,55,85,Placed
4664,7.692307692307693,1,1,1,63,3.7,Yes,Yes,55,73,NotPlaced
4665,9.120879120879122,2,3,2,90,4.8,Yes,Yes,78,83,Placed
4666,8.241758241758243,1,1,1,76,3.9,No,Yes,77,67,NotPlaced
4667,8.461538461538462,1,3,2,86,4.4,Yes,Yes,83,67,Placed
4668,9.120879120879122,2,3,2,90,4.7,No,Yes,71,73,Placed
4669,8.241758241758243,1,1,1,77,4.1,Yes,No,77,67,NotPlaced
4670,8.351648351648352,2,1,3,67,3.7,No,Yes,55,68,NotPlaced
4671,8.901098901098901,1,3,2,90,4.3,Yes,Yes,73,86,Placed
4672,8.681318681318682,1,3,1,80,4.8,Yes,No,79,87,Placed
4673,9.230769230769232,1,1,2,78,4.1,No,Yes,73,79,Placed
4674,8.791208791208792,1,3,0,87,4.3,Yes,Yes,81,77,Placed
4675,8.241758241758243,1,2,0,78,4.4,Yes,Yes,67,62,Placed
4676,8.461538461538462,0,2,0,70,4.0,No,Yes,55,66,NotPlaced
4677,8.351648351648352,1,1,0,71,3.9,Yes,Yes,55,78,Placed
4678,8.351648351648352,1,1,0,66,4.1,No,No,67,73,NotPlaced
4679,7.142857142857143,0,2,0,70,4.4,Yes,Yes,55,71,NotPlaced
4680,9.230769230769232,0,3,2,90,4.6,Yes,Yes,66,84,Placed
4681,8.571428571428571,0,1,1,77,4.3,No,No,60,68,Placed
4682,9.230769230769232,0,3,2,78,4.8,No,Yes,85,65,Placed
4683,9.340659340659341,2,3,2,90,4.8,Yes,Yes,82,70,Placed
4684,8.791208791208792,0,3,3,72,4.5,Yes,Yes,71,81,Placed
4685,8.241758241758243,1,1,0,81,3.8,Yes,Yes,56,58,NotPlaced
4686,7.692307692307693,1,2,2,90,4.5,Yes,Yes,55,82,Placed
4687,8.351648351648352,0,1,1,69,4.5,No,No,55,71,Placed
4688,8.351648351648352,1,1,0,60,4.2,No,Yes,73,65,NotPlaced
4689,8.131868131868133,1,3,0,87,4.8,Yes,Yes,72,85,Placed
4690,8.681318681318682,1,1,0,83,4.8,Yes,Yes,89,85,Placed
4691,9.120879120879122,2,3,0,84,3.9,Yes,Yes,55,86,Placed
4692,7.362637362637363,0,3,0,70,4.7,Yes,No,89,67,NotPlaced
4693,7.912087912087913,1,3,2,87,4.8,Yes,Yes,81,88,Placed
4694,9.010989010989011,2,3,2,86,4.5,Yes,Yes,87,63,Placed
4695,8.461538461538462,1,1,1,70,4.1,No,No,57,71,NotPlaced
4696,8.241758241758243,0,1,0,81,4.4,No,No,66,67,NotPlaced
4697,9.010989010989011,1,3,1,80,4.8,Yes,Yes,72,82,Placed
4698,9.010989010989011,1,2,0,87,4.2,Yes,Yes,81,80,Placed
4699,8.241758241758243,1,1,0,71,3.7,Yes,Yes,69,84,NotPlaced
4700,7.472527472527473,1,2,1,71,3.7,No,Yes,56,62,NotPlaced
4701,7.142857142857143,0,1,1,66,3.6,No,No,55,70,NotPlaced
4702,8.241758241758243,1,1,1,82,4.6,No,Yes,55,65,NotPlaced
4703,9.340659340659341,2,3,2,90,4.6,Yes,Yes,74,85,Placed
4704,8.241758241758243,1,1,1,80,4.1,No,Yes,55,65,NotPlaced
4705,8.461538461538462,1,1,0,68,4.3,No,Yes,65,67,NotPlaced
4706,8.021978021978022,1,2,0,68,3.8,No,Yes,59,57,NotPlaced
4707,7.142857142857143,1,1,1,73,4.2,No,No,55,57,NotPlaced
4708,8.681318681318682,0,1,0,88,4.3,Yes,Yes,73,81,Placed
4709,8.791208791208792,2,2,2,77,4.8,Yes,No,76,80,Placed
4710,9.230769230769232,2,3,3,90,4.6,Yes,Yes,70,78,Placed
4711,7.802197802197803,2,1,2,77,4.1,Yes,Yes,61,68,NotPlaced
4712,8.461538461538462,2,1,1,70,3.5,Yes,Yes,66,67,Placed
4713,7.252747252747253,1,1,1,72,4.3,No,No,63,74,NotPlaced
4714,9.230769230769232,0,3,0,87,4.6,Yes,Yes,57,71,Placed
4715,9.230769230769232,1,3,0,84,4.1,Yes,Yes,80,75,Placed
4716,9.340659340659341,2,3,2,90,4.8,Yes,Yes,83,87,Placed
4717,9.230769230769232,2,1,2,84,4.5,Yes,Yes,60,85,Placed
4718,7.692307692307693,0,2,1,73,3.9,No,No,64,59,NotPlaced
4719,9.230769230769232,2,2,0,90,4.1,Yes,Yes,76,78,Placed
4720,7.472527472527473,1,1,0,74,4.2,No,Yes,58,73,NotPlaced
4721,8.351648351648352,1,3,1,77,4.1,Yes,No,63,87,Placed
4722,8.571428571428571,2,3,2,84,4.4,Yes,No,87,80,Placed
4723,8.901098901098901,2,2,1,65,4.8,Yes,No,56,68,NotPlaced
4724,8.241758241758243,1,1,0,81,4.2,No,Yes,55,59,NotPlaced
4725,9.120879120879122,2,3,2,90,4.4,Yes,Yes,84,86,Placed
4726,9.120879120879122,1,2,2,76,4.5,No,Yes,74,70,Placed
4727,9.010989010989011,1,3,2,84,4.4,Yes,Yes,70,83,Placed
4728,8.131868131868133,1,3,2,81,4.5,Yes,Yes,73,83,Placed
4729,8.241758241758243,1,1,1,83,4.4,No,Yes,56,63,NotPlaced
4730,8.351648351648352,0,2,1,81,4.4,Yes,Yes,70,63,Placed
4731,7.362637362637363,1,1,1,75,3.8,No,No,65,71,NotPlaced
4732,8.571428571428571,2,3,1,79,3.9,Yes,Yes,82,64,Placed
4733,8.131868131868133,0,1,1,64,4.7,No,Yes,76,71,Placed
4734,9.45054945054945,1,3,0,74,4.4,Yes,Yes,86,81,Placed
4735,8.901098901098901,2,3,2,90,4.8,Yes,Yes,72,83,Placed
4736,8.351648351648352,2,1,1,85,4.4,No,Yes,59,75,NotPlaced
4737,8.131868131868133,1,3,1,73,4.4,No,Yes,55,74,NotPlaced
4738,9.120879120879122,2,2,0,90,4.3,Yes,Yes,61,71,Placed
4739,8.351648351648352,0,3,0,85,4.3,No,Yes,64,83,Placed
4740,8.681318681318682,2,3,2,90,4.8,Yes,No,88,77,Placed
4741,9.230769230769232,2,3,2,89,4.5,Yes,Yes,75,87,Placed
4742,9.230769230769232,0,3,2,88,3.7,Yes,Yes,76,85,Placed
4743,9.340659340659341,1,3,2,90,4.8,Yes,Yes,88,87,Placed
4744,9.340659340659341,2,3,2,90,4.3,Yes,Yes,79,83,Placed
4745,8.241758241758243,1,1,0,85,4.5,No,No,55,70,NotPlaced
4746,9.670329670329672,1,3,2,89,4.4,Yes,Yes,77,76,Placed
4747,9.120879120879122,1,3,1,66,4.3,No,No,78,71,Placed
4748,8.901098901098901,1,1,0,76,4.2,No,Yes,75,83,Placed
4749,9.010989010989011,1,1,2,85,4.8,Yes,Yes,79,82,Placed
4750,9.120879120879122,1,1,0,80,3.6,No,Yes,80,75,Placed
4751,7.362637362637363,1,1,0,71,4.5,No,No,58,59,NotPlaced
4752,7.802197802197803,1,1,1,76,4.2,Yes,Yes,81,82,Placed
4753,8.131868131868133,1,2,0,76,3.5,No,Yes,62,60,NotPlaced
4754,9.230769230769232,0,3,0,83,4.5,Yes,Yes,85,67,Placed
4755,8.791208791208792,2,1,2,81,3.9,No,No,64,70,Placed
4756,9.230769230769232,2,3,2,89,4.8,Yes,Yes,87,83,Placed
4757,8.571428571428571,1,1,0,79,4.6,No,No,76,63,Placed
4758,9.780219780219781,2,2,0,90,4.8,Yes,Yes,72,87,Placed
4759,9.010989010989011,2,3,1,90,4.8,Yes,Yes,84,78,Placed
4760,8.351648351648352,0,1,1,68,4.1,No,No,63,64,NotPlaced
4761,9.56043956043956,2,3,2,78,4.8,Yes,Yes,85,75,Placed
4762,7.912087912087913,1,2,0,75,4.2,Yes,Yes,73,70,Placed
4763,9.230769230769232,2,3,0,83,4.4,Yes,Yes,85,82,Placed
4764,8.241758241758243,1,1,0,64,4.0,No,No,58,71,NotPlaced
4765,8.131868131868133,1,2,0,76,4.5,No,No,68,73,NotPlaced
4766,7.362637362637363,1,1,0,82,3.7,No,Yes,55,58,NotPlaced
4767,7.692307692307693,1,2,1,84,3.9,No,Yes,57,64,NotPlaced
4768,8.571428571428571,1,3,2,82,4.8,Yes,No,78,77,Placed
4769,8.901098901098901,2,3,2,90,4.6,Yes,Yes,77,81,Placed
4770,8.241758241758243,1,1,0,69,4.5,No,No,64,66,NotPlaced
4771,8.131868131868133,1,1,0,77,3.8,No,Yes,55,73,NotPlaced
4772,7.252747252747253,0,1,0,63,4.2,No,No,61,70,NotPlaced
4773,7.252747252747253,0,1,1,72,3.5,No,Yes,80,66,NotPlaced
4774,9.120879120879122,1,3,2,90,4.3,Yes,Yes,80,84,Placed
4775,7.362637362637363,1,1,0,70,3.7,No,Yes,56,68,NotPlaced
4776,9.89010989010989,2,3,2,84,4.4,Yes,Yes,77,80,Placed
4777,8.901098901098901,1,3,2,90,4.7,No,Yes,72,88,Placed
4778,8.241758241758243,1,1,0,75,4.8,No,Yes,68,68,NotPlaced
4779,9.010989010989011,1,2,0,83,4.1,No,Yes,58,85,Placed
4780,8.461538461538462,1,1,0,74,3.3,No,Yes,57,73,NotPlaced
4781,9.010989010989011,2,3,2,78,4.8,Yes,Yes,83,83,Placed
4782,8.241758241758243,0,1,0,78,4.0,No,No,55,71,NotPlaced
4783,7.472527472527473,1,3,2,79,4.4,Yes,Yes,71,87,Placed
4784,9.230769230769232,0,3,0,90,4.5,Yes,Yes,71,83,Placed
4785,8.461538461538462,1,3,2,87,4.8,Yes,Yes,70,88,Placed
4786,9.010989010989011,2,1,0,82,4.7,Yes,Yes,63,72,Placed
4787,9.120879120879122,1,3,2,79,4.7,Yes,Yes,76,78,Placed
4788,7.252747252747253,2,2,2,71,3.6,No,No,63,69,NotPlaced
4789,9.45054945054945,2,1,3,80,4.5,Yes,Yes,83,81,Placed
4790,7.142857142857143,1,2,1,74,3.9,No,Yes,77,71,Placed
4791,8.241758241758243,1,3,1,72,4.4,No,Yes,76,85,Placed
4792,9.010989010989011,2,3,0,87,4.3,Yes,Yes,83,84,Placed
4793,7.912087912087913,1,2,1,76,4.1,No,No,73,65,NotPlaced
4794,8.351648351648352,1,1,1,86,4.1,No,No,57,64,NotPlaced
4795,7.142857142857143,1,1,0,64,4.4,No,Yes,61,73,NotPlaced
4796,8.131868131868133,1,2,0,79,4.2,No,Yes,79,71,Placed
4797,9.45054945054945,1,2,1,70,4.1,No,Yes,55,68,Placed
4798,8.461538461538462,2,3,0,80,4.8,Yes,Yes,73,83,Placed
4799,8.351648351648352,1,2,2,80,4.5,No,Yes,77,71,Placed
4800,9.45054945054945,1,3,3,90,4.8,Yes,Yes,72,85,Placed
4801,8.021978021978022,1,1,0,71,3.8,Yes,No,61,64,NotPlaced
4802,8.461538461538462,2,1,0,74,4.1,Yes,Yes,78,68,Placed
4803,8.571428571428571,1,3,0,82,4.2,Yes,No,60,86,Placed
4804,9.230769230769232,2,1,0,77,4.6,No,Yes,55,60,Placed
4805,8.241758241758243,1,3,0,84,4.2,Yes,Yes,82,69,Placed
4806,8.241758241758243,2,3,2,80,4.5,Yes,Yes,77,67,NotPlaced
4807,8.571428571428571,1,3,2,88,4.6,Yes,No,76,81,Placed
4808,7.142857142857143,1,1,1,68,4.7,No,No,59,73,NotPlaced
4809,7.472527472527473,1,2,2,70,4.0,Yes,Yes,62,69,NotPlaced
4810,8.241758241758243,1,1,0,71,3.6,Yes,No,61,71,Placed
4811,8.681318681318682,1,1,0,74,4.5,Yes,Yes,56,70,Placed
4812,8.131868131868133,2,3,0,80,4.0,No,Yes,79,62,NotPlaced
4813,9.230769230769232,1,1,1,70,3.7,Yes,Yes,55,63,Placed
4814,8.351648351648352,0,1,1,79,3.5,Yes,Yes,67,63,Placed
4815,9.120879120879122,1,3,0,82,4.6,Yes,Yes,73,88,Placed
4816,7.912087912087913,2,1,1,89,4.0,Yes,Yes,77,83,Placed
4817,9.120879120879122,1,3,1,89,4.8,Yes,Yes,79,84,Placed
4818,7.252747252747253,1,1,1,80,3.5,No,No,70,72,Placed
4819,9.230769230769232,0,3,1,90,4.5,Yes,Yes,75,82,Placed
4820,9.010989010989011,0,2,1,69,3.5,No,Yes,58,64,Placed
4821,8.791208791208792,2,3,1,78,4.5,Yes,Yes,79,80,Placed
4822,9.230769230769232,2,3,2,90,4.6,Yes,Yes,69,82,Placed
4823,9.230769230769232,1,3,2,84,4.8,Yes,Yes,80,88,Placed
4824,8.021978021978022,1,2,1,68,3.9,No,No,56,65,NotPlaced
4825,7.142857142857143,1,2,2,88,4.7,Yes,Yes,77,69,Placed
4826,8.131868131868133,0,2,1,79,4.6,No,Yes,61,67,NotPlaced
4827,9.120879120879122,2,3,2,90,4.7,Yes,Yes,73,74,Placed
4828,9.120879120879122,2,2,1,64,4.0,No,Yes,55,65,Placed
4829,8.571428571428571,1,1,2,74,3.8,No,Yes,60,81,Placed
4830,9.010989010989011,2,3,2,90,4.6,Yes,Yes,85,85,Placed
4831,9.010989010989011,1,3,1,88,3.9,No,No,79,68,Placed
4832,8.461538461538462,1,1,0,76,4.1,No,Yes,55,64,NotPlaced
4833,7.142857142857143,1,3,2,73,4.3,Yes,Yes,55,68,Placed
4834,9.120879120879122,2,2,2,90,4.7,No,Yes,73,85,Placed
4835,9.340659340659341,1,3,2,89,4.3,Yes,Yes,77,70,Placed
4836,9.120879120879122,0,3,1,79,4.5,Yes,No,55,64,Placed
4837,7.252747252747253,2,2,0,75,4.4,No,No,80,62,NotPlaced
4838,9.670329670329672,2,3,3,79,4.4,Yes,Yes,67,82,Placed
4839,9.230769230769232,2,3,2,90,4.8,Yes,Yes,78,85,Placed
4840,8.681318681318682,1,3,1,90,4.8,Yes,Yes,76,81,Placed
4841,8.791208791208792,0,1,3,90,4.8,Yes,Yes,81,82,Placed
4842,8.791208791208792,1,3,0,90,4.4,Yes,Yes,77,87,Placed
4843,8.351648351648352,2,3,2,90,4.8,Yes,Yes,75,86,Placed
4844,9.670329670329672,2,3,2,90,4.8,Yes,Yes,74,88,Placed
4845,8.351648351648352,0,1,0,76,4.1,No,No,65,67,NotPlaced
4846,8.351648351648352,1,3,0,69,3.9,Yes,Yes,74,72,Placed
4847,9.56043956043956,2,3,3,89,4.5,Yes,Yes,72,87,Placed
4848,7.252747252747253,0,1,1,78,4.4,No,Yes,55,73,NotPlaced
4849,8.021978021978022,0,1,2,82,4.7,Yes,Yes,78,87,Placed
4850,7.142857142857143,1,1,1,80,4.4,No,Yes,60,65,NotPlaced
4851,9.45054945054945,2,2,2,81,4.8,Yes,Yes,78,81,Placed
4852,8.241758241758243,1,2,1,71,4.0,No,No,82,65,NotPlaced
4853,9.340659340659341,1,3,2,87,4.8,Yes,Yes,67,85,Placed
4854,9.230769230769232,1,3,2,90,4.8,Yes,Yes,77,79,Placed
4855,8.131868131868133,1,1,1,80,3.6,Yes,Yes,78,74,Placed
4856,8.241758241758243,1,2,0,70,3.4,No,Yes,55,66,NotPlaced
4857,8.131868131868133,0,1,1,70,3.9,No,No,57,69,NotPlaced
4858,8.351648351648352,1,1,1,63,4.5,No,No,70,63,NotPlaced
4859,8.791208791208792,2,3,0,90,4.7,No,Yes,73,87,Placed
4860,8.791208791208792,2,3,2,90,4.8,Yes,Yes,78,85,Placed
4861,8.021978021978022,1,1,1,68,4.2,No,No,55,61,NotPlaced
4862,8.241758241758243,0,2,0,67,4.3,Yes,Yes,55,68,NotPlaced
4863,7.362637362637363,0,1,0,80,3.1,No,Yes,55,63,NotPlaced
4864,8.461538461538462,1,1,0,79,4.3,Yes,Yes,85,71,Placed
4865,7.142857142857143,1,3,2,84,4.6,No,Yes,55,71,Placed
4866,8.241758241758243,1,1,1,63,3.5,No,No,55,64,NotPlaced
4867,8.021978021978022,1,1,2,81,3.7,No,Yes,58,76,NotPlaced
4868,8.241758241758243,2,2,2,90,4.2,Yes,Yes,70,87,Placed
4869,9.340659340659341,2,3,1,85,4.1,Yes,Yes,89,79,Placed
4870,9.120879120879122,2,3,2,90,4.5,Yes,Yes,87,86,Placed
4871,8.351648351648352,0,1,0,90,4.1,No,Yes,77,79,Placed
4872,9.45054945054945,1,2,0,77,4.5,Yes,Yes,80,84,Placed
4873,8.901098901098901,0,3,2,81,4.2,Yes,Yes,90,84,Placed
4874,9.120879120879122,1,3,2,90,4.5,No,Yes,77,81,Placed
4875,9.120879120879122,0,3,2,89,4.8,Yes,Yes,86,85,Placed
4876,8.681318681318682,1,2,0,78,4.5,Yes,Yes,75,81,Placed
4877,8.351648351648352,2,3,2,81,4.3,Yes,Yes,86,69,Placed
4878,8.461538461538462,1,1,0,86,4.1,No,Yes,55,70,NotPlaced
4879,8.351648351648352,1,2,0,84,3.6,No,Yes,75,60,Placed
4880,7.142857142857143,1,3,1,75,4.5,Yes,Yes,59,64,NotPlaced
4881,7.252747252747253,0,1,1,77,4.3,Yes,Yes,82,66,NotPlaced
4882,8.791208791208792,1,3,0,86,4.4,Yes,Yes,78,88,Placed
4883,8.791208791208792,1,2,2,72,4.3,Yes,Yes,82,81,Placed
4884,9.340659340659341,1,1,2,86,4.5,Yes,Yes,74,83,Placed
4885,8.461538461538462,1,1,1,73,4.4,Yes,Yes,82,81,Placed
4886,7.142857142857143,1,2,0,60,4.7,No,Yes,55,63,NotPlaced
4887,8.901098901098901,2,3,2,90,4.8,Yes,Yes,71,86,Placed
4888,7.142857142857143,0,3,2,72,4.1,Yes,Yes,87,80,Placed
4889,7.362637362637363,0,1,0,76,4.0,No,Yes,55,70,NotPlaced
4890,8.901098901098901,1,2,1,77,3.8,Yes,No,70,64,Placed
4891,8.791208791208792,2,2,2,86,4.8,Yes,Yes,84,82,Placed
4892,9.120879120879122,2,3,2,82,4.3,No,Yes,74,60,Placed
4893,9.45054945054945,1,2,3,76,4.7,Yes,Yes,81,80,Placed
4894,8.131868131868133,1,2,0,89,3.6,No,No,62,72,NotPlaced
4895,9.010989010989011,1,3,0,90,4.7,Yes,Yes,80,80,Placed
4896,9.120879120879122,0,3,2,86,4.7,Yes,Yes,82,86,Placed
4897,7.362637362637363,1,1,1,67,4.2,No,No,72,73,Placed
4898,8.241758241758243,1,3,2,83,4.8,No,Yes,72,82,Placed
4899,9.45054945054945,2,3,2,90,4.8,Yes,Yes,87,84,Placed
4900,9.120879120879122,2,3,2,84,4.0,Yes,Yes,78,86,Placed
4901,8.131868131868133,1,2,1,70,3.8,Yes,Yes,70,68,NotPlaced
4902,9.230769230769232,2,3,2,86,4.8,Yes,Yes,74,81,Placed
4903,8.901098901098901,1,3,0,77,4.1,No,Yes,70,84,Placed
4904,7.362637362637363,1,1,1,67,3.4,No,No,56,62,NotPlaced
4905,8.901098901098901,1,3,2,90,4.4,Yes,Yes,77,86,Placed
4906,8.131868131868133,1,1,0,80,4.1,No,Yes,75,68,NotPlaced
4907,8.571428571428571,2,3,2,90,4.8,Yes,Yes,71,84,Placed
4908,8.681318681318682,0,2,1,76,4.7,Yes,Yes,82,82,Placed
4909,9.230769230769232,1,2,1,87,4.7,No,Yes,76,67,Placed
4910,7.582417582417583,1,1,1,64,3.5,No,No,68,66,NotPlaced
4911,7.362637362637363,1,1,0,83,4.2,No,No,55,57,NotPlaced
4912,7.802197802197803,1,2,1,73,3.9,No,Yes,79,72,Placed
4913,8.351648351648352,0,1,0,81,4.4,Yes,Yes,84,83,Placed
4914,8.241758241758243,0,3,2,78,4.2,Yes,Yes,81,86,Placed
4915,8.681318681318682,1,3,1,81,4.5,No,Yes,75,73,Placed
4916,8.241758241758243,0,3,2,90,4.3,No,Yes,89,86,Placed
4917,8.791208791208792,2,3,2,90,4.8,Yes,Yes,68,85,Placed
4918,8.131868131868133,0,2,1,76,4.0,No,Yes,69,73,NotPlaced
4919,9.340659340659341,2,1,0,86,4.5,Yes,Yes,80,82,Placed
4920,8.791208791208792,0,3,1,83,4.4,Yes,Yes,83,79,Placed
4921,8.021978021978022,1,2,1,67,4.6,No,No,59,80,NotPlaced
4922,7.252747252747253,1,2,1,62,3.7,No,Yes,73,60,NotPlaced
4923,9.340659340659341,2,3,2,90,4.6,Yes,Yes,80,87,Placed
4924,8.241758241758243,1,3,1,66,3.8,No,Yes,69,72,NotPlaced
4925,8.461538461538462,1,1,0,79,4.6,No,No,88,61,NotPlaced
4926,8.351648351648352,1,2,1,67,4.4,Yes,Yes,61,73,Placed
4927,9.45054945054945,2,3,2,90,4.8,Yes,Yes,73,88,Placed
4928,9.230769230769232,1,3,0,86,4.7,Yes,Yes,80,70,Placed
4929,8.461538461538462,1,1,3,79,4.1,Yes,Yes,82,82,Placed
4930,9.010989010989011,1,3,2,86,4.8,Yes,Yes,86,83,Placed
4931,9.45054945054945,2,3,2,90,4.8,Yes,Yes,76,88,Placed
4932,7.142857142857143,1,2,1,79,4.1,No,Yes,60,60,NotPlaced
4933,9.340659340659341,1,2,0,75,4.5,No,Yes,65,73,Placed
4934,8.241758241758243,1,2,1,90,3.8,Yes,Yes,82,86,Placed
4935,7.362637362637363,1,2,1,68,4.3,No,Yes,56,68,NotPlaced
4936,9.230769230769232,2,3,2,90,4.8,Yes,Yes,69,83,Placed
4937,8.241758241758243,1,1,0,60,3.7,No,Yes,55,74,NotPlaced
